key,text,en
$pages$SpacePage$index9,"您确定要删除这个空间吗？删除后空间内容不保存，请谨慎操作。请在下方输入框中输入您的空间Repo
                ID：","Are you sure you want to delete the space? The space content will not be saved after deletion, please operate with caution. Enter your space Repo  ID in the text box below："
$pages$SpacePage$index10,请输入您的空间Repo ID：,Enter your space Repo ID:
$pages$SpacePage$index11,进行确认,Confirm
$pages$SpacePage$index12,取消,Cancel
$pages$SpacePage$index13,确认,OK
$pages$SpaceOpreatePage$index0,只允许包含字母、数字及符号'-'、'_'、'.'且不得以'-'开头,"Only letters, numbers and symbols' - ',' _ ',' .' and not starting with '-' are allowed"
$pages$SpaceOpreatePage$index1,成功,Success
$pages$SpaceOpreatePage$index2,重命Repo ID成功,Repo ID renamed successfully
$pages$SpaceOpreatePage$index3,成功,Success
$pages$SpaceOpreatePage$index4,空间下线成功,Offline successfully
$pages$SpaceOpreatePage$index5,重命Repo ID,Rename Repo ID
$pages$SpaceOpreatePage$index6,"所有指向这个空间的链接将自动重定向到新的位置，包括git操作。然而，为了避免混淆，我们建议更新任何现有的本地克隆，使其指向新的存储库URL。要实现这一点，您可以使用以下命令：git
              remote set-url origin 请将 替换为新的存储库URL。","All URLs pointing to thie space will be automatically Retargeted to the new location, including git operations. However, we recommend updating any existing local clones to point to the new repository URL to avoid confusion. To achieve this, you can use the following command: git
Please replace remote set-url origin with the new repository URL."
$pages$SpaceOpreatePage$index7,请输入新Repo ID,Enter a new Repo ID
$pages$SpaceOpreatePage$index8,请输入新Repo ID,Enter a new Repo ID
$pages$SpaceOpreatePage$index9,我了解了，确认修改Repo ID,"Got it, confirming the modification of the Repo ID"
$pages$SpaceOpreatePage$index10,空间可见性,Space Visibility
$pages$SpaceOpreatePage$index11,当前空间可见性为公开，问学平台上的任意用户可见，只有您和组织内的成员能Commit,"The current space visibility is public, visible to any user on Smart Vision, only you and members in the organization can Commit"
$pages$SpaceOpreatePage$index12,当前空间可见性为非公开，只有您和组织内的成员可见和Commit,"The current space visibility is non-public, only you and members in the organization can view and Commit"
$pages$SpaceOpreatePage$index13,上线空间,Launch space
$pages$SpaceOpreatePage$index14,上线空间,Launch space
$pages$SpaceOpreatePage$index15,停止,Stop
$pages$SpaceOpreatePage$index16,下线空间,Downline space
$pages$SpaceOpreatePage$index17,下线空间,Downline space
$pages$SpaceOpreatePage$index18,重启空间,Restart space
$pages$SpaceOpreatePage$index19,点击按钮重启您的空间,Click the button to restart your space
$pages$SpaceOpreatePage$index20,重启空间,Restart space
$pages$SpaceOpreatePage$index21,删除空间,Delete space
$pages$SpaceOpreatePage$index22,"删除后空间内容不保存，请谨慎操作。请在下方输入框中输入您的空间Repo
              ID：","The content of the deleted space is not saved, please operate with caution. Enter your space Repo ID in the text box below:              "
$pages$SpaceOpreatePage$index23,请输入您的空间Repo ID：,Enter your space Repo ID:
$pages$SpaceOpreatePage$index24,进行确认,Confirm
$pages$SpaceOpreatePage$index25,我了解了，删除空间,"Got it, confirming to delete space"
$pages$SpaceOpreatePage$index26,查看日志,View logs
$pages$AIToolsPage$index0,请输入名称,Enter the name of the tool
$pages$AIToolsPage$index1,请输入描述,Enter the description of the tool
$pages$AIToolsPage$index2,工具集市场,Tool Store
$pages$AIToolsPage$index3,工具集管理,Tool Management
$pages$AIToolsPage$index4,提供行业内热门的外部插件为您调用，您可以从市场上添加到个人工作台，配置凭据后方可使用。,Provide popular external plugins for you to call. You can add them to your studio from store and use them after configuring credentials.
$pages$AIToolsPage$index5,提供市场上的主流工具为您调用，同时管理你的个人AI应用工具集,"Provide mainstream tools for you to call, while managing your personal AI application tools"
$pages$AIToolsPage$index6,开发AI应用工具集,Develop AI application tool
$pages$AIToolsPage$index7,创建 AI 应用工具,Create AI application tool
$pages$AIToolsPage$index8,工具名称,Tool Name
$pages$AIToolsPage$index9,工具名称,Tool Name
$pages$AIToolsPage$index10,描述,Description
$pages$AIToolsPage$index11,描述,Description
$pages$AIToolsPage$index12,取消,Cancel
$pages$AIToolsPage$index13,创建,Create
$pages$AIToolsPage$builtin-tool-detail$index0,工具集详情,Tool Details
$pages$AIToolsPage$builtin-tool-detail$index1,外部插件详情,External plugin Details
$pages$AIToolsPage$builtin-tool-detail$index2,您可以在此查看AI应用工具集详情，用户可以决定是否添加到个人工作台/工具集管理。,"You can view the details of the AI application tools here, and users can decide whether to add it to their studio/Tools."
$pages$AIToolsPage$builtin-tool-detail$index3,您可以在此查看外部插件详情，如需设置授权，配置凭据后该租户下所有成员都可以在编排应用程序时使用此工具。,"You can view the details of external plugins here. If you need to set authorization, all members of the tenant can use the tool when orchestrating applications after configuring credentials."
$pages$AIToolsPage$builtin-tool-detail$index4,已添加到工作台/工具集管理,Added to Studio/Tools
$pages$AIToolsPage$builtin-tool-detail$index5,添加到工作台/工具集管理,Add to Studio/Tools
$pages$AIToolsPage$builtin-tool-detail$index6,工具介绍,Tool Introduction
$pages$AIToolsPage$builtin-tool-detail$index7,参数,Parameters
$pages$AIToolsPage$builtin-tool-detail$index8,设置授权,Authorization Settings
$pages$AIToolsPage$builtin-tool-detail$index9,设置查询,Query Settings
$pages$AIToolsPage$builtin-tool-detail$components$DetailParam0,数字,Number
$pages$AIToolsPage$builtin-tool-detail$components$DetailParam1,字符串,String
$pages$AIToolsPage$builtin-tool-detail$components$DetailParam2,选择框,Selection box
$pages$AIToolsPage$builtin-tool-detail$components$DetailParam3,必填,Required
$pages$AIToolsPage$builtin-tool-detail$components$Setting0,成功,Success
$pages$AIToolsPage$builtin-tool-detail$components$Setting1,保存成功,Saved successfully
$pages$AIToolsPage$builtin-tool-detail$components$Setting2,保存,Save
$pages$AIToolDetailPage$index0,分类,Classification
$pages$AIToolDetailPage$index1,鉴权方式,Authentication mode
$pages$AIToolDetailPage$index2,设置,Settings
$pages$AIToolDetailPage$index3,内部工具详情,Internal Tool Details
$pages$AIToolDetailPage$index4,您可以在此查看并编辑内部工具详情，配置分类和API参数，测试成功后即可调用接口数据。,"You can view and edit internal tool details, configure classifications and API parameters here, and call interface data after successful testing."
$pages$AIToolDetailPage$index5,您可以在此查看并编辑内部工具详情，配置分类和API参数，测试成功后即可调用接口数据。,"You can view and edit internal tool details, configure classifications and API parameters here, and call interface data after successful testing."
$pages$AIToolDetailPage$index6,确定删除AI应用工具集,Determine to delete AI application tool
$pages$AIToolDetailPage$index7,您确定要删除这个AI应用工具集吗？,Are you sure you want to delete the AI application tool?
$pages$AIToolDocPage$index0,请输入名称,Enter the name
$pages$AIToolDocPage$index1,请输入标题,Enter the title
$pages$AIToolDocPage$index2,请输入描述,Enter the description
$pages$AIToolDocPage$index3,业务,Business
$pages$AIToolDocPage$index4,业务,Business
$pages$AIToolDocPage$index5,工具集的分类定义，将API合理分类，有助于提高工具的命中率。,Defining the classification of toolsets and classifying APIs reasonably can help improve the hit rate of tools.
$pages$AIToolDocPage$index6,工具集的分类定义，将API合理分类，有助于提高工具的命中率。,Defining the classification of toolsets and classifying APIs reasonably can help improve the hit rate of tools.
$pages$AIToolDocPage$index7,添加分类,Add category
$pages$AIToolDocPage$index8,分类名称,Category Name
$pages$AIToolDocPage$index9,标题,Title
$pages$AIToolDocPage$index10,描述,Description
$pages$AIToolDocPage$index11,操作,Operation
$pages$AIToolDocPage$index12,编辑,Edit
$pages$AIToolDocPage$index13,删除,Delete
$pages$AIToolDocPage$index14,暂无数据,No data available
$pages$AIToolDocPage$index15,暂无数据,No data available
$pages$AIToolDocPage$index16,分类,Classification
$pages$AIToolDocPage$index17,名称,Name
$pages$AIToolDocPage$index18,名称,Name
$pages$AIToolDocPage$index19,标题,Title
$pages$AIToolDocPage$index20,标题,Title
$pages$AIToolDocPage$index21,描述,Description
$pages$AIToolDocPage$index22,描述,Description
$pages$AIToolDocPage$index23,取消,Cancel
$pages$AIToolDocPage$index24,保存,Save
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery0,训练中,Training
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery1,失败,Failed
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery2,完成,Complete
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery3,请输入查询名称,Enter the query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery4,查询名称重复,Query name duplicate
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery5,新增查询,Add query
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery6,查询名称,Query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery7,训练状态,Training status
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery8,操作,Operation
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery9,启用,Enable
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery10,禁用,Disable
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery11,训练,Training
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery12,编辑,Edit
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery13,删除,Delete
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery14,暂无数据,No data available
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery15,暂无数据,No data available
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery16,创建查询,Create query
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery17,编辑查询,Edit query
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery18,查询名称,Query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery19,查询名称,Query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery20,请输入查询名称,Enter the query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery21,请输入查询名称,Enter the query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery22,RAG查询的名称,RAG query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery23,RAG查询的名称,RAG query name
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery24,训练DDL,Training DDL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery25,训练DDL,Training DDL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery26,请输入训练DDL,Enter the training DDL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery27,请输入训练DDL,Enter the training DDL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery28,用于训练RAG Model的建表语句,Table creation statement for training RAG Model
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery29,用于训练RAG Model的建表语句,Table creation statement for training RAG Model
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery30,训练问题,Training questions
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery31,请输入训练问题,Enter the training question
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery32,请输入训练问题,Enter the training question
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery33,Question-SQL中的问题,Questions in SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery34,Question-SQL中的问题,Questions in SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery35,删除训练问题和训练SQL,Delete training questions and train SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery36,删除训练问题和训练SQL,Delete training questions and train SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery37,训练SQL,Training SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery38,请输入训练SQL,Enter the training SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery39,请输入训练SQL,Enter the training SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery40,用于训练RAG Model中的SQL语句,Used to train SQL statements in RAG Model
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery41,用于训练RAG Model中的SQL语句,Used to train SQL statements in RAG Model
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery42,添加训练问题和训练SQL,Add training questions and training SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery43,提示,Tips
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery44,最多可添加50条训练问题和训练SQL,Up to 50 training questions and training SQL can be added.
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery45,添加训练问题和训练SQL,Add training questions and training SQL
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery46,训练说明,Training instructions
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery47,训练说明,Training instructions
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery48,请输入训练说明,Enter training instructions
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery49,请输入训练说明,Enter training instructions
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery50,添加更多关于数据库的业务说明,Add more business instructions about database
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery51,添加更多关于数据库的业务说明,Add more business instructions about database
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery52,取消,Cancel
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery53,创建,Create
$pages$AIToolsPage$builtin-tool-detail$components$SettingQuery54,更新,Update
$pages$AIToolSettingsPage$index0,请填写工具集名称,Enter the name of the tool
$pages$AIToolSettingsPage$index1,请填写工具集描述,Enter the description of the tool
$pages$AIToolSettingsPage$index2,成功,Success
$pages$AIToolSettingsPage$index3,保存成功,Saved successfully
$pages$AIToolSettingsPage$index4,工具集设置,Tool Settings
$pages$AIToolSettingsPage$index5,工具集设置,Tool Settings
$pages$AIToolSettingsPage$index6,在这里您可以修改工具集的基本设置。,Here you can modify the basic settings of the tool.
$pages$AIToolSettingsPage$index7,在这里您可以修改工具集的基本设置。,Here you can modify the basic settings of the tool.
$pages$AIToolSettingsPage$index8,工具集名称,Tool Name
$pages$AIToolSettingsPage$index9,工具集名称,Tool Name
$pages$AIToolSettingsPage$index10,工具集描述,Tool Description
$pages$AIToolSettingsPage$index11,工具集描述,Tool Description
$pages$AIToolSettingsPage$index12,了解如何编写更好的工具集描述。,Learn how to write better tool description.
$pages$AIToolSettingsPage$index13,保存,Save
$pages$AIToolAuthMethodPage$index0,请选择鉴权头部前缀,Select the authentication header prefix
$pages$AIToolAuthMethodPage$index1,请填写键,Enter the key
$pages$AIToolAuthMethodPage$index2,请填写值,Enter the value
$pages$AIToolAuthMethodPage$index3,成功,Success
$pages$AIToolAuthMethodPage$index4,保存成功,Saved successfully
$pages$AIToolAuthMethodPage$index5,鉴权方式,Authentication mode
$pages$AIToolAuthMethodPage$index6,鉴权方式,Authentication mode
$pages$AIToolAuthMethodPage$index7,您可以为内部工具设置鉴权方式,You can set authentication methods for internal tools
$pages$AIToolAuthMethodPage$index8,您可以为内部工具设置鉴权方式,You can set authentication methods for internal tools
$pages$AIToolAuthMethodPage$index9,鉴权类型：,Authentication type:
$pages$AIToolAuthMethodPage$index10,无,No
$pages$AIToolAuthMethodPage$index11,鉴权头部前缀：,Authentication header prefix:
$pages$AIToolAuthMethodPage$index12,HTTP 头部名称，如果你不知道是什么，可以将其保留为 Authorization 或设置为自定义值,"HTTP header name, if you don't know what it is, you can leave it as Authorization or set it to a custom value"
$pages$AIToolAuthMethodPage$index13,HTTP 头部名称，如果你不知道是什么，可以将其保留为 Authorization 或设置为自定义值,"HTTP header name, if you don't know what it is, you can leave it as Authorization or set it to a custom value"
$pages$AIToolAuthMethodPage$index14,键：,Key:
$pages$AIToolAuthMethodPage$index15,值：,Value:
$pages$AIToolAuthMethodPage$index16,输入API Key,Enter the API Key
$pages$AIToolAuthMethodPage$index17,输入API Key,Enter the API Key
$pages$AIToolAuthMethodPage$index18,保存,Save
$pages$AIToolApiPage$index0,失败,Failed
$pages$AIToolApiPage$index1,失败,Failed
$pages$AIToolApiPage$index2,成功,Success
$pages$AIToolApiPage$index3,成功,Success
$pages$AIToolApiPage$index4,未测试,Not tested
$pages$AIToolApiPage$index5,未测试,Not tested
$pages$AIToolApiPage$index6,当前正在测试,Currently testing
$pages$AIToolApiPage$index7,企业业务工具集的API列表，在这里管理工具集所具备的API能力。,"List of enterprise business toolset APIs, where the management toolset has API capabilities."
$pages$AIToolApiPage$index8,企业业务工具集的API列表，在这里管理工具集所具备的API能力。,"List of enterprise business toolset APIs, where the management toolset has API capabilities."
$pages$AIToolApiPage$index9,新增API,Add API
$pages$AIToolApiPage$index10,导入swagger,Import Swagger
$pages$AIToolApiPage$index11,接口名称,Interface Name
$pages$AIToolApiPage$index12,所属分类,Category
$pages$AIToolApiPage$index13,接口描述,Interface Description
$pages$AIToolApiPage$index14,调用方式,Calling method
$pages$AIToolApiPage$index15,上次测试结果,Last test results
$pages$AIToolApiPage$index16,操作,Operation
$pages$AIToolApiPage$index17,状态码:,Status code:
$pages$AIToolApiPage$index18,空,Empty
$pages$AIToolApiPage$index19,启用,Enable
$pages$AIToolApiPage$index20,禁用,Disable
$pages$AIToolApiPage$index21,测试,Test
$pages$AIToolApiPage$index22,编辑,Edit
$pages$AIToolApiPage$index23,删除,Delete
$pages$AIToolApiPage$index24,暂无数据,No data available
$pages$AIToolApiPage$index25,暂无数据,No data available
$pages$AIToolApiCreate$index0,内部工具详情,Internal Tool Details
$pages$AIToolApiCreate$index1,您可以在此查看并编辑内部工具详情，配置分类和API参数，测试成功后即可调用接口数据。,"You can view and edit internal tool details, configure classifications and API parameters here, and call interface data after successful testing."
$pages$AIToolApiCreate$index2,您可以在此查看并编辑内部工具详情，配置分类和API参数，测试成功后即可调用接口数据。,"You can view and edit internal tool details, configure classifications and API parameters here, and call interface data after successful testing."
$pages$EKSourcePage$index0,知识库来源,Knowledge Base Source
$pages$EKSourcePage$index1,接入并整合来自外部的多样化知识数据资源，以丰富企业知识库。,Access and integrate diverse external knowledge data resources to enrich the enterprise Knowledge Base.
$pages$EKSourcePage$index2,接入并整合来自外部的多样化知识数据资源，以丰富企业知识库。,Access and integrate diverse external knowledge data resources to enrich the enterprise Knowledge Base.
$pages$EKSourcePage$index3,知识来源配置,Knowledge source configuration
$pages$AIWorkflowManagePage$index0,工作流管理,Workflow Management
$pages$AIWorkflowManagePage$index1,工作流管理,Workflow Management
$pages$AIWorkflowManagePage$index2,展示所有您从工作流市场上添加/个人创建的工作流，您可以灵活依据节点类型构建多样化的工作流，以满足不同业务需求。,"Display all the workflows you create or add from the workflow store, and you can flexibly build diverse workflows based on node types to meet different business needs."
$pages$AIWorkflowManagePage$index3,展示所有您从工作流市场上添加/个人创建的工作流，您可以灵活依据节点类型构建多样化的工作流，以满足不同业务需求。,"Display all the workflows you create or add from the workflow store, and you can flexibly build diverse workflows based on node types to meet different business needs."
$pages$AIWorkflowManagePage$index4,导入工作流,Import Workflow
$pages$AIWorkflowManagePage$index5,创建工作流,Create Workflow
$pages$AIWorkflowManagePage$index6,确定覆盖工作流,Confirm to coverage workflow
$pages$AIWorkflowManagePage$index7,确定覆盖工作流,Confirm to coverage workflow
$pages$WorkFlowApiPage$index0,API 密钥,API Key
$pages$WorkflowDetailPage$index0,工作流详情,Workflow Details
$pages$WorkflowDetailPage$index1,展示市场工作流详情。,Display workflow details.
$pages$WorkflowDetailPage$index2,展示私有工作流详细信息，您可以在此对工作流进行多节点编排和运行，编排好的工作流配置完成后才能被AI应用引用。,"Display detailed information of private workflow, where you can orchestrate and run the workflow on multiple nodes. The orchestrated workflow can only be referenced by AI applications after the configuration is completed."
$pages$WorkflowDetailPage$index3,访问API,API Access
$components$AnErrorOccurred$index0,哎呀！出了些问题，请再试一次。,"Oops! Something went wrong, please try again."
$components$AnErrorOccurred$index1,重试,Retry
$components$RootBottomIntros$index0,新增云原生环境引导,Guide to adding cloud native environment
$components$RootBottomIntros$index1,数据集市场引导,Guide of Dataset Store
$components$RootBottomIntros$index2,生成数据集引导,Guide to generating dataset
$components$RootBottomIntros$index3,大模型部署引导,Guide of model deployment
$components$RootBottomIntros$index4,大模型训练引导,Guide of model training
$components$RootBottomIntros$index5,创建企业知识库引导,Guide to creating an Enterprise Knowledge Base
$components$RootBottomIntros$index6,创建AI应用引导,Guide to creating an AI application
$components$RootBottomIntros$index7,AI能力市场引导,Guide of Capability Store
$components$RootBottomIntros$index8,创建开发者空间引导,Guide to creating Developer Space
$components$RootBottomIntros$index9,新手引导,Beginner's Guide
$components$RootBottomIntros$index10,开始引导,Start guiding
$components$ModelList$ModelCard0,已备案,Registered
$components$ModelList$ModelCard1,未备案,Unregistered
$components$ModelList$ModelCard2,支撑应用,Support applications
$components$ModelList$ModelCard3,训练数据,Training data
$components$ModelList$ModelCard4,访问,Access
$components$ModelList$ModelCard5,下载,Download
$components$ModelList$ModelCard6,已部署,Deployed
$components$ModelList$ModelCard7,部署中,Deploying
$components$ModelList$ModelCard8,训练中,Training
$components$ModelList$ModelCard9,闲置,Idle
$components$ModelList$ModelCard10,部署中,Deploying
$components$ModelList$ModelCard11,已部署,Deployed
$components$ModelList$ModelCard12,部署失败,Deploy failed
$components$ModelList$ModelCard13,闲置,Idle
$components$ModelList$ModelCard14,商用,Commercial
$components$ModelList$ModelCard15,试用,Trial
$components$ModelList$ModelCard16,已共享,Shared
$components$ModelList$ModelCard17,取消共享,Unshare
$components$ModelList$ModelCard18,共享,Share
$components$ModelList$ModelCard19,删除,Delete
$components$ModelList$ModelCard20,副本,Copy
$components$ModelList$ModelCard21,模型厂商：,Model manufacturer:
$components$ModelList$ModelCard22,模型厂商：,Model manufacturer:
$components$ModelList$ModelCard23,步骤2,Step 2
$components$ModelList$ModelCard24,步骤6,Step 6
$components$Datasets$DatasetCard0,生成中,Generating
$components$Datasets$DatasetCard1,工具调用,Tool Call
$components$Datasets$DatasetCard2,本地上传,Local upload
$components$Datasets$DatasetCard3,大模型生成,Model Generation
$components$Datasets$DatasetCard4,公有,Public
$components$Datasets$DatasetCard5,步骤2,Step 2
$pages$K8sList$components$K8SCards$index0,闲置,Idle
$pages$K8sList$components$K8SCards$index1,负载,Load
$pages$K8sList$components$K8SCards$index2,暂无数据,No data available
$pages$K8sList$components$K8SCards$index3,暂无数据,No data available
$pages$K8sList$components$K8SCards$index4,试用,Trial
$pages$K8sList$components$K8SCards$index5,成功,Success
$pages$K8sList$components$K8SCards$index6,失败,Failed
$components$AIApps$AICard0,生成型,Generative
$components$AIApps$AICard1,对话型,Chat
$components$AIApps$AICard2,低代码,Low-code
$components$AIApps$AICard3,自定义,Custom
$components$AIApps$AICard4,低代码,Low-code
$components$AIApps$AICard5,增强型,Enhanced
$components$AIApps$AICard6,智能体,Agent
$components$AIApps$AICard7,闲置,Idle
$components$AIApps$AICard8,发布中,Publishing
$components$AIApps$AICard9,发布失败,Publish failed
$components$AIApps$AICard10,已发布,Published
$components$AIApps$AICard11,导出,Export
$components$AIApps$AICard12,删除,Delete
$hooks$useTooltips$useTooltips0,用于训练模型的各种数据样本,Various data samples for model training
$hooks$useTooltips$useTooltips1,数据集中选择的子集,Subset of the dataset
$hooks$useTooltips$useTooltips2,数据集的类别，如训练集、验证集和测试集,"Categories of datasets, such as training dataset, validation set, and test set"
$hooks$useTooltips$useTooltips3,基础模型，可以使用新的训练数据来训练母模型,"The base model, you can use new training data to train mother model"
$hooks$useTooltips$useTooltips4,训练模型时，优化算法更新的步长大小,The step size of the optimization algorithm update when training the model
$hooks$useTooltips$useTooltips5,模型保存的步骤数,Number of steps to save the model
$hooks$useTooltips$useTooltips6,每次传入模型训练的数据样本数,Number of data samples per incoming Model Training
$hooks$useTooltips$useTooltips7,运行和训练模型所需的计算机环境和资源,The computer environment and resources required to run and train the model
$hooks$useTooltips$useTooltips8,选择使用本地计算机、云环境或者分布式计算环境,"Choose to use local computers, cloud environments, or distributed computing environments"
$hooks$useTooltips$useTooltips9,用于自动部署、维护和管理分布式应用程序的容器化技术,"Containerization technology for automatic deployment, maintenance, and management of distributed applications"
$hooks$useTooltips$useTooltips10,管理和维护不同用户的信息,Manage and maintain information for different users
$hooks$useTooltips$useTooltips11,管理和维护不同角色的权限和功能,Manage and maintain permissions and functions for different roles
$hooks$useTooltips$useTooltips12,用户相关的基本信息,User-related basic information
$hooks$useTooltips$useTooltips13,查看调用大模型的账单情况,View the billing bill of model calling
$hooks$useTooltips$useTooltips14,AI能力发布后，点击该链接可直接体验AI能力,You can click the URL to experience the AI capability directly after the capability released.
$hooks$useTooltips$useTooltips15,用于对 AI 的回复做出一系列指令和约束,Used to issue a series of instructions and constraints to AI responses
$hooks$useTooltips$useTooltips16,变量将以表单形式让用户在对话前填写，用户填写的表单内容将自动替换提示词中的变量。,"Variables will be in the form of a form for users to fill in before the conversation, and the form content filled in by the user will automatically replace the variables in the prompt."
$hooks$useTooltips$useTooltips17,查看集群的资源情况,Check the resource situation of the cluster
$hooks$useTooltips$useTooltips18,部署调用大模型的推荐计算资源,Deploy the recommended computing resources of calling models
$hooks$useTooltips$useTooltips19,部署调用大模型的推荐/实际计算资源,Deploy the recommended/actual computing resources of calling models
$hooks$useTooltips$useTooltips20,导入数据集作为上下文,Import dataset as context
$hooks$useTooltips$useTooltips21,编写与 AI对话的第一句内容,Write the first sentence of the conversation with AI
$hooks$useTooltips$useTooltips22,使用大模型生成训练用的数据集,Generate datasets for training  by models
$hooks$useTooltips$useTooltips23,选择大模型生成相关主题的数据集,Select model to generate related topic datasets 
$hooks$useTooltips$useTooltips24,填写一个自己想要生成的内容主题,Fill in a content topic that you want to generate
$hooks$useTooltips$useTooltips25,选择数据生成的类型,Select the type of data generation
$hooks$useTooltips$useTooltips26,泛化指数越高，模型越能够适应新的数据和情况,"The higher the generalization index, the better the model can adapt to new data and situations"
$hooks$useTooltips$useTooltips27,数据集中的子集,Subset of the dataset
$hooks$useTooltips$useTooltips28,工具列表中仅包含单个工具，针对用户提问模型会调用一次工具,"The tool list only contains a single tool, and the tool will be called once for the user's question model"
$hooks$useTooltips$useTooltips29,工具列表中包含多个工具，针对用户提问模型会调用一次工具,"The tool list contains multiple tools, and the tool will be called once for the user's questioning model"
$hooks$useTooltips$useTooltips30,用户的提问与工具列表中所有工具无关，模型不会调用任何工具,"The user's question is not related to any tools in the tool list, and the model will not call any tools"
$hooks$useTooltips$useTooltips31,指导模型生成符合特定需求的数据集,Guide the model to generate datasets that meet specific needs
$hooks$useTooltips$useTooltips32,预览大模型生成的数据集样例是否满足要求,Preview whether the dataset sample generated by the model meets the requirements
$hooks$useTooltips$useTooltips33,为大模型生成数据集创建相关信息,Create relevant information for models generating datasets
$hooks$useTooltips$useTooltips34,选择需要生成训练数据的条数,Select the number of training data to be generated
$hooks$useTooltips$useTooltips35,生成数据集过程中能够接受的费用,The acceptable cost during the process of generating a dataset
$hooks$useTooltips$useTooltips36,可以实时掌握数据集的生成过程,The generation process of the dataset can be mastered in real time
$hooks$useTooltips$useTooltips37,数据生成过程中的相关指标,Relevant metrics in the data generation process
$hooks$useTooltips$useTooltips38,当前数据生成的进度,Current progress of data generation
$hooks$useTooltips$useTooltips39,当前产生的费用,Current costs incurred
$hooks$useTooltips$useTooltips40,当前数据生成的条数,Number of currently generated data
$hooks$useTooltips$useTooltips41,当前数据生成的速率,Current rate of data generation
$hooks$useTooltips$useTooltips42,当前生成数据的的保留率,Retention rate of currently generated data
$hooks$useTooltips$useTooltips43,预览生成的数据集样例,Preview the generated dataset sample
$hooks$useTooltips$useTooltips44,查看数据集的语料情况,View the corpus of the dataset
$hooks$useTooltips$useTooltips45,使用过该语料进行训练的大模型,Models trained using the corpus
$hooks$useTooltips$useTooltips46,大模型训练使用过的数据集,Datasets Used in Model Training
$hooks$useTooltips$useTooltips47,使用该模型构建的AI应用,AI applications built using this model
$hooks$useTooltips$useTooltips48,当前训练的进度情况,Current progress of training
$hooks$useTooltips$useTooltips49,模型预测值与实际值之间的误差比例,Proportion of error between model predicted value and actual value
$hooks$useTooltips$useTooltips50,训练模型时，优化算法更新的步长大小,The step size of the optimization algorithm update when training the model
$hooks$useTooltips$useTooltips51,添加AI应用工具集调用API能力,Add AI application toolset call API capability
